coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro,contactado,edadacotado,balanceacotado,balanceclase,duracionacotado,campanaacotado
CODDOC2348,35,2,3,0,71,1,0,21,836,12,-1,0,0,0,35,71,1,500,6
CODDOC2351,34,1,2,0,0,1,0,29,116,4,-1,0,0,0,34,0,1,116,4
CODDOC2354,34,1,2,0,1007,1,0,21,240,2,-1,0,0,0,34,1007,1,240,2
CODDOC2355,34,2,2,0,0,0,0,22,132,4,-1,0,0,0,34,0,1,132,4
CODDOC2360,36,2,2,0,417,1,0,6,15,10,207,3,0,1,36,417,1,15,6
CODDOC2362,37,0,2,0,532,1,0,11,199,1,-1,0,0,0,37,532,1,199,1
CODDOC2363,58,1,2,0,407,1,0,29,145,2,-1,0,0,0,58,407,1,145,2
CODDOC2364,56,0,3,0,659,0,1,2,56,1,-1,0,0,0,56,659,1,56,1
CODDOC2365,34,1,2,0,393,1,0,5,11,9,-1,0,0,0,34,393,1,11,6
CODDOC2366,33,0,2,0,661,1,0,18,411,1,173,2,0,1,33,661,1,411,1
CODDOC2367,26,2,2,0,0,0,0,29,165,23,-1,0,0,0,26,0,1,165,6
CODDOC2368,40,2,0,0,838,1,0,12,619,3,-1,0,0,0,40,838,1,500,3
CODDOC2369,35,1,2,0,195,1,0,17,203,1,-1,0,0,0,35,195,1,203,1
CODDOC2371,37,2,2,0,-242,1,0,13,1149,6,-1,0,1,0,37,-242,1,500,6
CODDOC2372,35,0,3,0,321,1,0,9,189,1,-1,0,0,0,35,321,1,189,1
CODDOC2380,42,0,2,0,1491,1,0,6,203,2,334,2,0,1,42,1491,1,203,2
CODDOC2385,32,1,3,0,62,1,0,14,166,1,-1,0,0,0,32,62,1,166,1
CODDOC2387,33,1,3,0,16992,1,0,29,58,1,-1,0,0,0,33,4000,1,58,1
CODDOC2388,57,1,1,0,23,1,0,31,25,8,-1,0,0,0,57,23,1,25,6
CODDOC2390,53,1,3,0,6072,0,1,16,226,4,-1,0,0,0,53,4000,1,226,4
CODDOC2393,31,1,3,0,1343,1,1,21,85,1,-1,0,0,0,31,1343,1,85,1
CODDOC2395,44,1,2,0,2319,0,0,4,251,3,-1,0,0,0,44,2319,1,251,3
CODDOC2396,35,2,2,0,35,1,0,14,152,1,-1,0,0,0,35,35,1,152,1
CODDOC2397,30,1,3,0,877,0,0,13,202,1,83,5,0,1,30,877,1,202,1
CODDOC2400,60,1,2,0,89,0,0,30,156,2,-1,0,0,0,60,89,1,156,2
CODDOC2401,43,1,2,0,104,0,0,17,332,1,-1,0,0,0,43,104,1,332,1
CODDOC2403,56,1,1,0,772,1,0,20,291,1,-1,0,0,0,56,772,1,291,1
CODDOC2406,40,1,2,0,0,1,1,26,105,2,172,1,0,1,40,0,1,105,2
CODDOC2408,40,1,1,0,33,0,0,26,70,3,-1,0,0,0,40,33,1,70,3
CODDOC2409,46,1,2,0,0,1,0,8,264,2,-1,0,0,0,46,0,1,264,2
CODDOC2410,32,2,2,0,1649,0,0,27,204,2,-1,0,0,0,32,1649,1,204,2
CODDOC2412,41,0,2,0,0,1,0,17,386,2,-1,0,0,0,41,0,1,386,2
CODDOC2416,42,1,3,0,251,0,0,20,413,2,-1,0,0,0,42,251,1,413,2
CODDOC2417,32,2,3,0,1731,1,1,29,323,3,-1,0,0,0,32,1731,1,323,3
CODDOC2418,62,1,3,0,0,0,0,13,78,3,-1,0,0,0,62,0,1,78,3
CODDOC2419,31,2,3,0,23,0,0,25,121,3,-1,0,0,0,31,23,1,121,3
CODDOC2420,41,2,2,1,-386,0,1,20,477,1,-1,0,1,0,41,-386,1,477,1
CODDOC2422,44,2,3,0,5063,0,0,27,418,2,-1,0,1,0,44,4000,1,418,2
CODDOC2423,42,1,1,0,7041,1,0,28,386,4,-1,0,0,0,42,4000,1,386,4
CODDOC2426,32,1,2,0,2400,1,1,5,450,3,-1,0,0,0,32,2400,1,450,3
CODDOC2427,46,1,2,0,519,1,0,25,217,6,-1,0,0,0,46,519,1,217,6
CODDOC2428,39,2,3,0,1190,0,0,8,136,1,-1,0,0,0,39,1190,1,136,1
CODDOC2431,52,1,2,0,1818,0,1,17,189,2,111,4,0,1,52,1818,1,189,2
CODDOC2432,42,1,2,0,1289,0,0,15,250,4,415,2,1,1,42,1289,1,250,4
CODDOC2435,35,2,2,0,57,0,1,8,632,2,-1,0,0,0,35,57,1,500,2
CODDOC2438,37,2,2,0,0,1,0,16,640,2,-1,0,0,0,37,0,1,500,2
CODDOC2439,39,1,3,0,691,1,1,16,517,1,255,1,0,1,39,691,1,500,1
CODDOC2440,28,1,2,0,64,1,0,13,160,3,-1,0,0,0,28,64,1,160,3
CODDOC2441,49,0,3,0,0,1,0,12,177,3,-1,0,0,0,49,0,1,177,3
CODDOC2442,36,1,2,0,957,1,0,21,206,1,-1,0,0,0,36,957,1,206,1
CODDOC2444,29,2,3,0,218,1,0,12,169,1,-1,0,0,0,29,218,1,169,1
CODDOC2445,35,1,2,0,724,1,0,14,287,2,415,1,1,1,35,724,1,287,2
CODDOC2448,46,1,1,0,665,0,0,30,89,4,235,2,0,1,46,665,1,89,4
CODDOC2450,36,1,3,0,925,0,0,14,321,3,189,4,1,1,36,925,1,321,3
CODDOC2452,57,1,2,0,3927,0,0,13,61,1,-1,0,0,0,57,3927,1,61,1
CODDOC2453,42,0,3,0,401,1,0,24,217,9,-1,0,0,0,42,401,1,217,6
CODDOC2457,59,1,1,0,3163,1,0,29,240,2,-1,0,0,0,59,3163,1,240,2
CODDOC2461,26,2,1,0,155,1,0,29,291,1,244,4,0,1,26,155,1,291,1
CODDOC2464,47,2,0,0,2443,0,0,18,422,1,-1,0,0,0,47,2443,1,422,1
CODDOC2466,44,2,1,0,4232,0,0,16,227,1,-1,0,0,0,44,4000,1,227,1
CODDOC2467,42,1,2,0,5564,0,0,17,560,2,-1,0,0,0,42,4000,1,500,2
CODDOC2469,28,2,2,0,1323,1,0,3,361,1,-1,0,0,0,28,1323,1,361,1
CODDOC2473,54,1,2,0,865,1,0,17,71,1,-1,0,0,0,54,865,1,71,1
CODDOC2474,32,1,3,0,-1053,1,0,21,357,3,-1,0,0,0,32,-1000,1,357,3
CODDOC2475,32,1,3,0,1667,1,0,18,164,2,179,3,0,1,32,1667,1,164,2
CODDOC2476,59,0,2,0,975,1,0,15,263,4,-1,0,0,0,59,975,1,263,4
CODDOC2477,45,1,2,0,2571,0,0,18,146,2,-1,0,0,0,45,2571,1,146,2
CODDOC2481,35,0,2,0,3636,0,1,21,808,2,-1,0,1,0,35,3636,1,500,2
CODDOC2482,30,1,3,0,931,0,0,17,1183,1,-1,0,0,0,30,931,1,500,1
CODDOC2484,40,1,2,0,271,1,0,29,483,2,-1,0,0,0,40,271,1,483,2
CODDOC2486,34,1,3,0,-73,1,0,11,90,1,-1,0,0,0,34,-73,1,90,1
CODDOC2488,31,0,3,0,137,0,0,22,385,9,-1,0,0,0,31,137,1,385,6
CODDOC2489,35,1,2,0,700,1,0,23,240,2,-1,0,0,0,35,700,1,240,2
CODDOC2490,55,1,1,0,-966,0,1,14,104,1,-1,0,0,0,55,-966,1,104,1
CODDOC2494,31,2,2,0,40,0,0,7,123,2,-1,0,0,0,31,40,1,123,2
CODDOC2495,47,0,2,0,136,0,1,23,70,1,-1,0,0,0,47,136,1,70,1
CODDOC2498,42,1,1,0,505,1,0,14,521,2,-1,0,0,0,42,505,1,500,2
CODDOC2499,34,1,2,0,2542,1,0,14,228,1,-1,0,0,0,34,2542,1,228,1
CODDOC2500,37,1,3,0,5355,0,0,17,466,4,-1,0,1,0,37,4000,1,466,4
CODDOC2503,32,1,2,0,0,0,0,30,119,3,-1,0,0,0,32,0,1,119,3
CODDOC2504,55,1,3,0,540,0,0,19,124,2,-1,0,0,0,55,540,1,124,2
CODDOC2505,35,1,2,0,280,1,1,31,65,50,-1,0,0,0,35,280,1,65,6
CODDOC2508,42,2,2,0,2613,1,0,30,174,6,-1,0,0,0,42,2613,1,174,6
CODDOC2509,42,1,0,0,-7,0,0,31,41,6,-1,0,0,0,42,-7,1,41,6
CODDOC2510,41,1,1,0,0,1,0,30,232,3,-1,0,0,0,41,0,1,232,3
CODDOC2511,53,0,2,1,-200,0,1,6,161,1,-1,0,0,0,53,-200,1,161,1
CODDOC2514,33,1,1,0,191,1,0,9,162,2,-1,0,0,0,33,191,1,162,2
CODDOC2515,31,2,0,0,694,1,0,6,431,2,-1,0,0,0,31,694,1,431,2
CODDOC2517,30,1,3,0,1882,1,0,11,249,5,-1,0,0,0,30,1882,1,249,5
CODDOC2518,48,1,0,0,131,1,0,6,189,1,-1,0,0,0,48,131,1,189,1
CODDOC2519,30,2,2,0,175,0,0,25,167,4,-1,0,0,0,30,175,1,167,4
CODDOC2524,44,0,3,0,476,1,1,26,127,2,-1,0,0,0,44,476,1,127,2
CODDOC2525,35,1,2,0,1257,1,0,20,93,3,329,7,0,1,35,1257,1,93,3
CODDOC2529,33,1,2,0,745,1,0,23,115,4,-1,0,0,0,33,745,1,115,4
CODDOC2530,48,2,3,0,8106,0,0,17,125,1,111,3,0,1,48,4000,1,125,1
CODDOC2531,33,2,3,0,0,0,0,19,53,4,-1,0,0,0,33,0,1,53,4
CODDOC2533,48,0,2,0,1266,1,0,3,45,1,-1,0,0,0,48,1266,1,45,1
CODDOC2534,57,1,3,0,2416,0,0,11,74,2,-1,0,0,0,57,2416,1,74,2
CODDOC2536,30,2,3,0,7513,0,0,11,269,2,-1,0,0,0,30,4000,1,269,2
CODDOC2539,44,1,2,0,-1746,1,0,20,218,1,-1,0,0,0,44,-1000,1,218,1
CODDOC2540,44,0,2,0,14,0,0,13,167,1,92,1,1,1,44,14,1,167,1
CODDOC2542,47,1,0,0,14,1,0,15,142,1,-1,0,0,0,47,14,1,142,1
CODDOC2545,56,0,1,0,0,0,1,10,542,1,-1,0,0,0,56,0,1,500,1
CODDOC2548,60,1,2,0,725,1,0,8,266,1,-1,0,0,0,60,725,1,266,1
CODDOC2549,34,1,0,0,41,1,0,6,34,9,-1,0,0,0,34,41,1,34,6
CODDOC2550,34,2,3,0,184,0,0,22,203,4,-1,0,0,0,34,184,1,203,4
CODDOC2551,41,1,3,0,251,0,1,6,85,3,-1,0,0,0,41,251,1,85,3
CODDOC2553,23,1,2,0,-19,1,0,20,13,10,-1,0,0,0,23,-19,1,13,6
CODDOC2554,33,1,3,0,1064,1,0,13,562,1,-1,0,1,0,33,1064,1,500,1
CODDOC2555,36,1,2,0,777,1,0,6,185,3,-1,0,0,0,36,777,1,185,3
CODDOC2556,49,1,3,0,377,0,0,22,158,1,59,2,0,1,49,377,1,158,1
CODDOC2559,72,1,1,0,796,0,0,24,173,2,-1,0,0,0,65,796,1,173,2
CODDOC2560,43,1,2,0,17,1,0,16,353,4,-1,0,0,0,43,17,1,353,4
CODDOC2561,44,1,2,0,1071,1,0,11,143,3,357,1,0,1,44,1071,1,143,3
CODDOC2567,34,1,0,0,1387,0,0,30,121,1,-1,0,0,0,34,1387,1,121,1
CODDOC2570,53,1,2,0,4541,1,0,15,190,6,-1,0,0,0,53,4000,1,190,6
CODDOC2573,25,1,2,0,242,1,0,30,62,12,-1,0,0,0,25,242,1,62,6
CODDOC2575,27,2,2,0,259,1,0,23,78,10,-1,0,0,0,27,259,1,78,6
CODDOC2580,46,1,3,0,477,1,0,20,128,6,-1,0,0,0,46,477,1,128,6
CODDOC2581,36,1,2,0,42,1,0,8,102,4,-1,0,0,0,36,42,1,102,4
CODDOC2584,52,1,3,0,2557,0,0,28,134,5,204,2,1,1,52,2557,1,134,5
CODDOC2586,60,1,1,0,4895,0,0,9,313,1,-1,0,0,0,60,4000,1,313,1
CODDOC2587,35,2,2,0,376,1,1,6,207,3,-1,0,0,0,35,376,1,207,3
CODDOC2589,46,0,3,0,134,0,0,19,134,2,-1,0,0,0,46,134,1,134,2
CODDOC2590,45,0,3,0,1273,1,1,11,197,3,-1,0,0,0,45,1273,1,197,3
CODDOC2592,34,1,3,0,2892,1,1,30,1165,7,-1,0,0,0,34,2892,1,500,6
CODDOC2593,33,0,2,0,0,1,0,7,177,2,-1,0,0,0,33,0,1,177,2
CODDOC2594,46,2,2,0,295,1,0,23,141,6,-1,0,0,0,46,295,1,141,6
CODDOC2597,32,1,2,0,4,0,0,4,145,2,260,4,0,1,32,4,1,145,2
CODDOC2600,52,1,3,0,-1224,1,0,7,253,4,-1,0,0,0,52,-1000,1,253,4
CODDOC2603,25,1,1,1,-589,1,0,3,233,1,-1,0,0,0,25,-589,1,233,1
CODDOC2605,57,1,0,0,0,0,0,30,585,1,-1,0,0,0,57,0,1,500,1
CODDOC2606,48,1,1,0,247,1,1,14,145,1,-1,0,0,0,48,247,1,145,1
CODDOC2609,58,1,2,0,11,0,0,11,270,1,-1,0,0,0,58,11,1,270,1
CODDOC2610,57,1,1,0,-226,1,0,4,272,1,-1,0,0,0,57,-226,1,272,1
CODDOC2612,33,2,2,0,-320,0,0,18,268,2,-1,0,0,0,33,-320,1,268,2
CODDOC2616,45,1,2,0,776,1,0,6,232,4,253,1,0,1,45,776,1,232,4
CODDOC2617,35,1,3,0,816,1,0,19,547,7,-1,0,0,0,35,816,1,500,6
CODDOC2618,41,1,2,0,171,0,0,21,71,9,-1,0,0,0,41,171,1,71,6
CODDOC2619,54,1,2,0,812,0,0,31,113,6,-1,0,0,0,54,812,1,113,6
CODDOC2620,49,1,2,0,823,0,0,8,780,4,-1,0,1,0,49,823,1,500,4
CODDOC2621,28,2,2,0,1453,1,0,12,246,1,343,1,0,1,28,1453,1,246,1
CODDOC2623,30,2,2,0,1009,1,0,29,253,1,-1,0,0,0,30,1009,1,253,1
CODDOC2625,53,1,3,0,22370,1,0,15,106,1,-1,0,0,0,53,4000,1,106,1
CODDOC2626,42,1,1,0,2111,1,0,7,86,2,-1,0,0,0,42,2111,1,86,2
CODDOC2629,31,0,2,0,-452,1,0,26,182,5,-1,0,0,0,31,-452,1,182,5
CODDOC2631,58,1,1,0,0,0,0,4,506,1,-1,0,0,0,58,0,1,500,1
CODDOC2632,37,2,2,0,-296,1,0,20,81,1,-1,0,0,0,37,-296,1,81,1
CODDOC2634,50,2,3,0,1200,0,0,14,904,3,-1,0,1,0,50,1200,1,500,3
CODDOC2635,39,2,1,0,109,1,0,6,699,3,-1,0,0,0,39,109,1,500,3
CODDOC2639,38,1,1,0,290,1,0,16,283,1,-1,0,0,0,38,290,1,283,1
CODDOC2648,52,1,3,0,575,0,0,3,315,1,-1,0,0,0,52,575,1,315,1
CODDOC2654,45,2,2,0,0,1,0,26,1472,1,192,4,1,1,45,0,1,500,1
CODDOC2656,42,1,2,0,4945,1,0,2,311,2,-1,0,1,0,42,4000,1,311,2
CODDOC2659,56,1,2,0,2146,0,1,9,594,1,-1,0,0,0,56,2146,1,500,1
CODDOC2660,59,1,2,0,92,1,0,12,139,2,350,1,0,1,59,92,1,139,2
CODDOC2662,57,1,1,0,1238,1,0,15,274,1,-1,0,0,0,57,1238,1,274,1
CODDOC2664,56,1,0,0,575,0,0,20,18,2,-1,0,0,0,56,575,1,18,2
CODDOC2666,27,2,3,0,3733,1,0,22,198,1,98,6,1,1,27,3733,1,198,1
CODDOC2668,28,2,2,0,43,0,0,19,190,1,-1,0,0,0,28,43,1,190,1
CODDOC2669,36,1,3,0,428,0,0,28,121,1,-1,0,0,0,36,428,1,121,1
CODDOC2671,46,1,2,0,0,1,1,20,239,2,259,2,0,1,46,0,1,239,2
CODDOC2672,32,2,3,0,474,1,0,7,90,3,-1,0,0,0,32,474,1,90,3
CODDOC2673,39,1,2,0,-540,0,0,6,29,1,-1,0,0,0,39,-540,1,29,1
CODDOC2674,35,1,3,0,560,1,0,2,58,1,136,1,0,1,35,560,1,58,1
CODDOC2675,31,1,3,0,325,1,0,18,1139,2,-1,0,1,0,31,325,1,500,2
CODDOC2676,29,2,3,0,437,0,0,5,504,1,92,1,1,1,29,437,1,500,1
CODDOC2677,48,1,1,0,574,0,0,5,348,1,-1,0,0,0,48,574,1,348,1
CODDOC2679,74,1,2,0,935,0,0,26,100,1,104,1,0,1,65,935,1,100,1
CODDOC2683,29,1,2,0,11417,1,0,28,272,2,-1,0,0,0,29,4000,1,272,2
CODDOC2684,33,1,1,0,212,1,0,11,260,2,-1,0,0,0,33,212,1,260,2
CODDOC2686,45,0,2,0,0,0,0,29,264,1,-1,0,1,0,45,0,1,264,1
CODDOC2688,45,1,2,0,1673,0,0,23,76,1,-1,0,0,0,45,1673,1,76,1
CODDOC2689,27,1,2,0,-1202,1,0,4,749,2,-1,0,0,0,27,-1000,1,500,2
CODDOC2690,30,2,3,0,4213,0,0,25,142,4,-1,0,0,0,30,4000,1,142,4
CODDOC2697,55,0,3,0,9756,1,0,5,103,2,95,1,1,1,55,4000,1,103,2
CODDOC2703,57,1,2,0,158,1,0,10,73,1,-1,0,0,0,57,158,1,73,1
CODDOC2704,21,2,0,0,137,1,0,12,198,3,-1,0,0,0,21,137,1,198,3
CODDOC2705,58,1,2,0,2705,0,0,14,137,1,-1,0,0,0,58,2705,1,137,1
CODDOC2706,41,2,2,0,75,1,0,1,479,9,-1,0,1,0,41,75,1,479,6
CODDOC2707,41,1,0,0,2457,1,0,9,285,1,-1,0,0,0,41,2457,1,285,1
CODDOC2710,32,1,3,0,273,1,1,18,97,3,-1,0,0,0,32,273,1,97,3
CODDOC2714,54,1,3,0,98,0,0,8,420,4,-1,0,0,0,54,98,1,420,4
CODDOC2715,47,0,3,0,477,1,0,7,973,1,366,1,0,1,47,477,1,500,1
CODDOC2717,59,1,3,0,0,0,1,29,376,2,-1,0,0,0,59,0,1,376,2
CODDOC2719,48,1,2,1,-20,0,0,20,142,2,-1,0,0,0,48,-20,1,142,2
CODDOC2720,32,2,2,0,230,1,0,18,442,1,266,8,1,1,32,230,1,442,1
CODDOC2721,46,0,2,0,-852,0,1,29,728,2,-1,0,0,0,46,-852,1,500,2
CODDOC2722,31,2,1,0,-280,0,0,21,281,3,-1,0,0,0,31,-280,1,281,3
CODDOC2725,48,2,0,0,5095,1,0,16,71,1,-1,0,0,0,48,4000,1,71,1
CODDOC2728,27,2,1,0,-179,1,0,15,54,2,-1,0,0,0,27,-179,1,54,2
CODDOC2729,60,1,2,0,-396,1,0,11,443,1,350,1,0,1,60,-396,1,443,1
CODDOC2730,34,2,3,0,1011,1,0,6,136,1,-1,0,0,0,34,1011,1,136,1
CODDOC2732,48,1,2,0,1159,1,1,15,1181,9,-1,0,0,0,48,1159,1,500,6
CODDOC2735,52,1,2,0,2072,0,0,10,224,1,-1,0,0,0,52,2072,1,224,1
CODDOC2739,39,2,3,0,1043,0,0,18,195,10,-1,0,0,0,39,1043,1,195,6
CODDOC2742,37,2,2,0,61,1,0,19,182,8,-1,0,0,0,37,61,1,182,6
CODDOC2744,35,1,2,0,1067,0,1,12,179,6,-1,0,0,0,35,1067,1,179,6
CODDOC2745,57,1,1,0,0,0,0,9,540,1,-1,0,0,0,57,0,1,500,1
CODDOC2747,47,1,2,0,1219,0,0,18,697,4,-1,0,1,0,47,1219,1,500,4
CODDOC2748,27,1,2,0,7,1,0,15,98,2,-1,0,0,0,27,7,1,98,2
CODDOC2750,39,1,2,0,994,0,0,5,221,1,241,1,0,1,39,994,1,221,1
CODDOC2751,36,1,3,0,6,0,0,30,246,1,-1,0,0,0,36,6,1,246,1
CODDOC2752,42,2,2,0,0,0,0,21,656,2,-1,0,0,0,42,0,1,500,2
CODDOC2757,57,1,1,0,1592,0,1,20,78,4,-1,0,0,0,57,1592,1,78,4
CODDOC2758,59,1,0,0,0,0,0,8,425,6,-1,0,0,0,59,0,1,425,6
CODDOC2759,57,1,3,0,46,0,0,7,238,2,-1,0,0,0,57,46,1,238,2
CODDOC2761,61,1,2,0,985,0,0,18,998,6,-1,0,1,0,61,985,1,500,6
CODDOC2763,42,1,3,0,520,0,0,4,158,1,-1,0,0,0,42,520,1,158,1
CODDOC2764,57,1,3,0,10,0,0,8,320,3,-1,0,0,0,57,10,1,320,3
CODDOC2767,63,1,3,0,133,1,0,13,104,2,-1,0,0,0,63,133,1,104,2
CODDOC2768,47,1,2,0,1121,0,0,20,454,6,-1,0,0,0,47,1121,1,454,6
CODDOC2769,54,1,2,0,88,1,0,13,190,1,-1,0,0,0,54,88,1,190,1
CODDOC2771,28,2,3,0,-328,1,0,2,318,2,-1,0,0,0,28,-328,1,318,2
CODDOC2772,58,1,2,0,610,1,0,29,246,2,-1,0,0,0,58,610,1,246,2
CODDOC2773,48,2,3,0,414,0,0,21,761,2,-1,0,0,0,48,414,1,500,2
CODDOC2774,35,0,3,0,0,1,0,29,171,1,-1,0,1,0,35,0,1,171,1
CODDOC2775,37,1,3,0,0,0,0,6,143,1,-1,0,0,0,37,0,1,143,1
CODDOC2776,37,1,2,0,685,1,0,6,968,1,-1,0,0,0,37,685,1,500,1
CODDOC2777,37,1,1,0,22856,0,0,2,154,1,388,1,0,1,37,4000,1,154,1
CODDOC2782,59,1,2,0,5314,1,0,5,200,3,-1,0,0,0,59,4000,1,200,3
CODDOC2783,41,1,2,0,64,1,1,8,210,2,-1,0,0,0,41,64,1,210,2
CODDOC2784,34,2,3,0,632,0,0,22,215,10,-1,0,0,0,34,632,1,215,6
CODDOC2788,53,0,2,0,112,0,1,11,246,3,-1,0,0,0,53,112,1,246,3
CODDOC2789,35,1,2,0,0,0,1,9,42,1,-1,0,0,0,35,0,1,42,1
CODDOC2791,37,2,2,0,435,1,0,26,210,1,-1,0,0,0,37,435,1,210,1
CODDOC2792,32,1,2,0,782,1,0,26,116,4,-1,0,0,0,32,782,1,116,4
CODDOC2794,54,1,0,0,7864,1,0,15,145,4,-1,0,0,0,54,4000,1,145,4
CODDOC2798,30,2,3,0,18,0,0,20,121,11,-1,0,0,0,30,18,1,121,6
CODDOC2799,36,1,2,0,141,1,0,23,106,3,-1,0,0,0,36,141,1,106,3
CODDOC2800,43,1,3,0,2886,0,0,20,230,1,-1,0,0,0,43,2886,1,230,1
CODDOC2805,28,2,2,0,775,0,0,29,603,2,-1,0,0,0,28,775,1,500,2
CODDOC2809,40,1,2,0,1532,1,1,18,173,7,-1,0,0,0,40,1532,1,173,6
CODDOC2811,29,2,2,0,103,0,0,19,314,1,-1,0,0,0,29,103,1,314,1
CODDOC2813,41,2,2,0,748,0,0,21,94,7,130,3,0,1,41,748,1,94,6
CODDOC2814,47,1,2,0,1990,1,1,25,108,4,-1,0,0,0,47,1990,1,108,4
CODDOC2818,30,2,2,0,648,1,1,8,287,1,-1,0,0,0,30,648,1,287,1
CODDOC2821,34,1,3,0,1116,1,0,25,53,5,-1,0,0,0,34,1116,1,53,5
CODDOC2822,46,0,2,0,-90,0,1,17,270,1,-1,0,1,0,46,-90,1,270,1
CODDOC2823,38,1,3,0,170,1,0,18,442,1,-1,0,1,0,38,170,1,442,1
CODDOC2824,37,2,2,0,3665,0,0,12,664,3,-1,0,1,0,37,3665,1,500,3
CODDOC2829,38,1,2,0,1960,1,0,21,161,2,-1,0,0,0,38,1960,1,161,2
CODDOC2830,27,1,2,0,818,1,0,3,188,5,-1,0,0,0,27,818,1,188,5
CODDOC2837,29,1,3,0,3931,1,0,3,73,4,-1,0,0,0,29,3931,1,73,4
CODDOC2840,54,0,2,0,1327,0,0,5,115,2,-1,0,0,0,54,1327,1,115,2
CODDOC2842,32,2,3,0,741,1,0,11,238,1,-1,0,0,0,32,741,1,238,1
CODDOC2843,48,1,1,0,3230,1,0,20,207,3,-1,0,0,0,48,3230,1,207,3
CODDOC2844,33,2,3,0,1439,1,0,3,178,2,-1,0,0,0,33,1439,1,178,2
CODDOC2845,46,1,2,0,120,1,0,14,20,11,-1,0,0,0,46,120,1,20,6
CODDOC2847,47,1,1,0,881,1,0,14,143,1,370,2,0,1,47,881,1,143,1
CODDOC2849,80,1,2,0,462,0,0,7,127,2,-1,0,0,0,65,462,1,127,2
CODDOC2852,32,2,3,0,1625,0,0,22,796,1,109,1,1,1,32,1625,1,500,1
CODDOC2854,33,1,2,0,9305,1,0,17,407,2,-1,0,0,0,33,4000,1,407,2
CODDOC2856,36,2,3,0,0,0,0,11,108,2,-1,0,0,0,36,0,1,108,2
CODDOC2857,35,2,3,0,2486,1,0,25,265,1,-1,0,0,0,35,2486,1,265,1
CODDOC2858,25,2,2,0,368,0,0,25,168,1,-1,0,0,0,25,368,1,168,1
CODDOC2861,31,2,3,0,2590,0,0,23,103,2,484,2,0,1,31,2590,1,103,2
CODDOC2864,31,2,3,0,385,1,0,21,304,1,-1,0,0,0,31,385,1,304,1
CODDOC2866,51,0,2,0,9228,0,0,18,655,4,-1,0,1,0,51,4000,1,500,4
CODDOC2867,36,1,2,0,0,1,1,9,101,2,-1,0,0,0,36,0,1,101,2
CODDOC2868,27,2,3,0,1,0,0,3,65,2,-1,0,0,0,27,1,1,65,2
CODDOC2869,40,1,2,0,771,1,0,15,173,4,-1,0,0,0,40,771,1,173,4
CODDOC2870,49,1,2,0,280,1,0,14,162,3,-1,0,0,0,49,280,1,162,3
CODDOC2871,59,1,1,0,46,0,0,14,78,2,-1,0,0,0,59,46,1,78,2
CODDOC2879,51,0,2,0,12,1,0,17,150,1,-1,0,0,0,51,12,1,150,1
CODDOC2881,43,1,2,0,481,1,0,18,164,1,110,2,0,1,43,481,1,164,1
CODDOC2882,42,1,3,0,12223,1,0,19,36,1,-1,0,0,0,42,4000,1,36,1
CODDOC2883,24,1,2,0,-254,1,1,27,290,2,-1,0,0,0,24,-254,1,290,2
CODDOC2884,46,1,3,0,1148,0,0,29,104,2,-1,0,0,0,46,1148,1,104,2
CODDOC2886,26,2,2,0,50,1,0,12,153,1,-1,0,0,0,26,50,1,153,1
CODDOC2892,32,2,3,0,0,0,0,5,550,4,-1,0,1,0,32,0,1,500,4
CODDOC2895,49,1,3,0,7007,0,0,17,325,2,-1,0,0,0,49,4000,1,325,2
CODDOC2898,40,1,2,0,326,1,1,7,112,1,-1,0,0,0,40,326,1,112,1
CODDOC2899,42,0,2,0,0,1,0,30,115,6,-1,0,0,0,42,0,1,115,6
CODDOC2900,46,1,2,0,123,0,0,20,381,3,-1,0,0,0,46,123,1,381,3
CODDOC2902,37,2,3,0,223,1,0,28,25,1,-1,0,0,0,37,223,1,25,1
CODDOC2905,39,1,3,0,894,1,0,20,491,1,326,1,0,1,39,894,1,491,1
CODDOC2906,31,0,2,0,202,1,0,18,146,1,-1,0,0,0,31,202,1,146,1
CODDOC2907,34,2,3,0,0,0,0,21,191,2,-1,0,0,0,34,0,1,191,2
CODDOC2911,55,1,2,0,96,0,0,30,340,2,-1,0,0,0,55,96,1,340,2
CODDOC2919,29,2,3,0,14,0,0,29,87,1,120,1,0,1,29,14,1,87,1
CODDOC2920,44,1,3,0,7635,0,0,21,719,5,-1,0,0,0,44,4000,1,500,5
CODDOC2922,43,2,2,0,1029,1,0,2,145,1,-1,0,0,0,43,1029,1,145,1
CODDOC2926,52,0,1,0,-97,1,1,9,167,4,-1,0,0,0,52,-97,1,167,4
CODDOC2927,33,1,3,0,1465,0,0,19,98,4,-1,0,0,0,33,1465,1,98,4
CODDOC2928,30,1,2,0,125,1,0,29,238,2,-1,0,0,0,30,125,1,238,2
CODDOC2929,32,2,3,0,930,0,0,27,85,7,-1,0,0,0,32,930,1,85,6
CODDOC2935,41,1,0,0,88,1,0,11,105,1,336,2,0,1,41,88,1,105,1
CODDOC2937,50,0,2,0,717,1,0,30,113,1,-1,0,0,0,50,717,1,113,1
CODDOC2938,56,1,2,0,705,1,0,29,151,2,-1,0,0,0,56,705,1,151,2
CODDOC2939,34,1,2,0,1553,0,0,20,200,2,-1,0,0,0,34,1553,1,200,2
